,REF_DATE,GEO,DGUID,Month of death,Characteristics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
185,1991-01-01,"Manitoba, place of residence",2016A000246,"Month of death, January",Percentage of deaths,Percentage,242,units,0,v21216515,8.2.2,8.3,,,,1
186,1991-01-01,"Manitoba, place of residence",2016A000246,"Month of death, February",Number of deaths,Number,223,units,0,v21216516,8.3.1,703.0,,,,0
187,1991-01-01,"Manitoba, place of residence",2016A000246,"Month of death, February",Percentage of deaths,Percentage,242,units,0,v21216517,8.3.2,7.9,,,,1
188,1991-01-01,"Manitoba, place of residence",2016A000246,"Month of death, March",Number of deaths,Number,223,units,0,v21216518,8.4.1,749.0,,,,0
189,1991-01-01,"Manitoba, place of residence",2016A000246,"Month of death, March",Percentage of deaths,Percentage,242,units,0,v21216519,8.4.2,8.4,,,,1
190,1991-01-01,"Manitoba, place of residence",2016A000246,"Month of death, April",Number of deaths,Number,223,units,0,v21216520,8.5.1,726.0,,,,0
191,1991-01-01,"Manitoba, place of residence",2016A000246,"Month of death, April",Percentage of deaths,Percentage,242,units,0,v21216521,8.5.2,8.1,,,,1
192,1991-01-01,"Manitoba, place of residence",2016A000246,"Month of death, May",Number of deaths,Number,223,units,0,v21216522,8.6.1,750.0,,,,0
193,1991-01-01,"Manitoba, place of residence",2016A000246,"Month of death, May",Percentage of deaths,Percentage,242,units,0,v21216523,8.6.2,8.4,,,,1
194,1991-01-01,"Manitoba, place of residence",2016A000246,"Month of death, June",Number of deaths,Number,223,units,0,v21216524,8.7.1,673.0,,,,0
195,1991-01-01,"Manitoba, place of residence",2016A000246,"Month of death, June",Percentage of deaths,Percentage,242,units,0,v21216525,8.7.2,7.5,,,,1
196,1991-01-01,"Manitoba, place of residence",2016A000246,"Month of death, July",Number of deaths,Number,223,units,0,v21216526,8.8.1,732.0,,,,0
197,1991-01-01,"Manitoba, place of residence",2016A000246,"Month of death, July",Percentage of deaths,Percentage,242,units,0,v21216527,8.8.2,8.2,,,,1
198,1991-01-01,"Manitoba, place of residence",2016A000246,"Month of death, August",Number of deaths,Number,223,units,0,v21216528,8.9.1,731.0,,,,0
199,1991-01-01,"Manitoba, place of residence",2016A000246,"Month of death, August",Percentage of deaths,Percentage,242,units,0,v21216529,8.9.2,8.2,,,,1
200,1991-01-01,"Manitoba, place of residence",2016A000246,"Month of death, September",Number of deaths,Number,223,units,0,v21216530,8.10.1,739.0,,,,0
201,1991-01-01,"Manitoba, place of residence",2016A000246,"Month of death, September",Percentage of deaths,Percentage,242,units,0,v21216531,8.10.2,8.3,,,,1
202,1991-01-01,"Manitoba, place of residence",2016A000246,"Month of death, October",Number of deaths,Number,223,units,0,v21216532,8.11.1,791.0,,,,0
203,1991-01-01,"Manitoba, place of residence",2016A000246,"Month of death, October",Percentage of deaths,Percentage,242,units,0,v21216533,8.11.2,8.8,,,,1
204,1991-01-01,"Manitoba, place of residence",2016A000246,"Month of death, November",Number of deaths,Number,223,units,0,v21216534,8.12.1,771.0,,,,0
205,1991-01-01,"Manitoba, place of residence",2016A000246,"Month of death, November",Percentage of deaths,Percentage,242,units,0,v21216535,8.12.2,8.6,,,,1
206,1991-01-01,"Manitoba, place of residence",2016A000246,"Month of death, December",Number of deaths,Number,223,units,0,v21216536,8.13.1,832.0,,,,0
207,1991-01-01,"Manitoba, place of residence",2016A000246,"Month of death, December",Percentage of deaths,Percentage,242,units,0,v21216537,8.13.2,9.3,,,,1
208,1991-01-01,"Saskatchewan, place of residence",2016A000247,"Total, month of death",Number of deaths,Number,223,units,0,v21216538,9.1.1,8098.0,,,,0
209,1991-01-01,"Saskatchewan, place of residence",2016A000247,"Total, month of death",Percentage of deaths,Percentage,242,units,0,v21216539,9.1.2,100.0,,,,1
210,1991-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, January",Number of deaths,Number,223,units,0,v21216540,9.2.1,729.0,,,,0
211,1991-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, January",Percentage of deaths,Percentage,242,units,0,v21216541,9.2.2,9.0,,,,1
212,1991-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, February",Number of deaths,Number,223,units,0,v21216542,9.3.1,644.0,,,,0
213,1991-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, February",Percentage of deaths,Percentage,242,units,0,v21216543,9.3.2,8.0,,,,1
214,1991-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, March",Number of deaths,Number,223,units,0,v21216544,9.4.1,681.0,,,,0
215,1991-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, March",Percentage of deaths,Percentage,242,units,0,v21216545,9.4.2,8.4,,,,1
216,1991-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, April",Number of deaths,Number,223,units,0,v21216546,9.5.1,649.0,,,,0
217,1991-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, April",Percentage of deaths,Percentage,242,units,0,v21216547,9.5.2,8.0,,,,1
218,1991-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, May",Number of deaths,Number,223,units,0,v21216548,9.6.1,663.0,,,,0
219,1991-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, May",Percentage of deaths,Percentage,242,units,0,v21216549,9.6.2,8.2,,,,1
220,1991-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, June",Number of deaths,Number,223,units,0,v21216550,9.7.1,606.0,,,,0
221,1991-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, June",Percentage of deaths,Percentage,242,units,0,v21216551,9.7.2,7.5,,,,1
222,1991-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, July",Number of deaths,Number,223,units,0,v21216552,9.8.1,639.0,,,,0
223,1991-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, July",Percentage of deaths,Percentage,242,units,0,v21216553,9.8.2,7.9,,,,1
224,1991-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, August",Number of deaths,Number,223,units,0,v21216554,9.9.1,678.0,,,,0
225,1991-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, August",Percentage of deaths,Percentage,242,units,0,v21216555,9.9.2,8.4,,,,1
226,1991-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, September",Number of deaths,Number,223,units,0,v21216556,9.10.1,662.0,,,,0
227,1991-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, September",Percentage of deaths,Percentage,242,units,0,v21216557,9.10.2,8.2,,,,1
228,1991-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, October",Number of deaths,Number,223,units,0,v21216558,9.11.1,737.0,,,,0
229,1991-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, October",Percentage of deaths,Percentage,242,units,0,v21216559,9.11.2,9.1,,,,1
230,1991-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, November",Number of deaths,Number,223,units,0,v21216560,9.12.1,683.0,,,,0
231,1991-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, November",Percentage of deaths,Percentage,242,units,0,v21216561,9.12.2,8.4,,,,1
232,1991-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, December",Number of deaths,Number,223,units,0,v21216562,9.13.1,727.0,,,,0
233,1991-01-01,"Saskatchewan, place of residence",2016A000247,"Month of death, December",Percentage of deaths,Percentage,242,units,0,v21216563,9.13.2,9.0,,,,1
234,1991-01-01,"Alberta, place of residence",2016A000248,"Total, month of death",Number of deaths,Number,223,units,0,v21216564,10.1.1,14451.0,,,,0
235,1991-01-01,"Alberta, place of residence",2016A000248,"Total, month of death",Percentage of deaths,Percentage,242,units,0,v21216565,10.1.2,100.0,,,,1
236,1991-01-01,"Alberta, place of residence",2016A000248,"Month of death, January",Number of deaths,Number,223,units,0,v21216566,10.2.1,1303.0,,,,0
237,1991-01-01,"Alberta, place of residence",2016A000248,"Month of death, January",Percentage of deaths,Percentage,242,units,0,v21216567,10.2.2,9.0,,,,1
238,1991-01-01,"Alberta, place of residence",2016A000248,"Month of death, February",Number of deaths,Number,223,units,0,v21216568,10.3.1,1048.0,,,,0
239,1991-01-01,"Alberta, place of residence",2016A000248,"Month of death, February",Percentage of deaths,Percentage,242,units,0,v21216569,10.3.2,7.3,,,,1
240,1991-01-01,"Alberta, place of residence",2016A000248,"Month of death, March",Number of deaths,Number,223,units,0,v21216570,10.4.1,1302.0,,,,0
241,1991-01-01,"Alberta, place of residence",2016A000248,"Month of death, March",Percentage of deaths,Percentage,242,units,0,v21216571,10.4.2,9.0,,,,1
242,1991-01-01,"Alberta, place of residence",2016A000248,"Month of death, April",Number of deaths,Number,223,units,0,v21216572,10.5.1,1189.0,,,,0
243,1991-01-01,"Alberta, place of residence",2016A000248,"Month of death, April",Percentage of deaths,Percentage,242,units,0,v21216573,10.5.2,8.2,,,,1
244,1991-01-01,"Alberta, place of residence",2016A000248,"Month of death, May",Number of deaths,Number,223,units,0,v21216574,10.6.1,1263.0,,,,0
245,1991-01-01,"Alberta, place of residence",2016A000248,"Month of death, May",Percentage of deaths,Percentage,242,units,0,v21216575,10.6.2,8.7,,,,1
246,1991-01-01,"Alberta, place of residence",2016A000248,"Month of death, June",Number of deaths,Number,223,units,0,v21216576,10.7.1,1133.0,,,,0
247,1991-01-01,"Alberta, place of residence",2016A000248,"Month of death, June",Percentage of deaths,Percentage,242,units,0,v21216577,10.7.2,7.8,,,,1
248,1991-01-01,"Alberta, place of residence",2016A000248,"Month of death, July",Number of deaths,Number,223,units,0,v21216578,10.8.1,1149.0,,,,0
249,1991-01-01,"Alberta, place of residence",2016A000248,"Month of death, July",Percentage of deaths,Percentage,242,units,0,v21216579,10.8.2,8.0,,,,1
250,1991-01-01,"Alberta, place of residence",2016A000248,"Month of death, August",Number of deaths,Number,223,units,0,v21216580,10.9.1,1175.0,,,,0
251,1991-01-01,"Alberta, place of residence",2016A000248,"Month of death, August",Percentage of deaths,Percentage,242,units,0,v21216581,10.9.2,8.1,,,,1
252,1991-01-01,"Alberta, place of residence",2016A000248,"Month of death, September",Number of deaths,Number,223,units,0,v21216582,10.10.1,1161.0,,,,0
253,1991-01-01,"Alberta, place of residence",2016A000248,"Month of death, September",Percentage of deaths,Percentage,242,units,0,v21216583,10.10.2,8.0,,,,1
254,1991-01-01,"Alberta, place of residence",2016A000248,"Month of death, October",Number of deaths,Number,223,units,0,v21216584,10.11.1,1194.0,,,,0
255,1991-01-01,"Alberta, place of residence",2016A000248,"Month of death, October",Percentage of deaths,Percentage,242,units,0,v21216585,10.11.2,8.3,,,,1
256,1991-01-01,"Alberta, place of residence",2016A000248,"Month of death, November",Number of deaths,Number,223,units,0,v21216586,10.12.1,1216.0,,,,0
257,1991-01-01,"Alberta, place of residence",2016A000248,"Month of death, November",Percentage of deaths,Percentage,242,units,0,v21216587,10.12.2,8.4,,,,1
258,1991-01-01,"Alberta, place of residence",2016A000248,"Month of death, December",Number of deaths,Number,223,units,0,v21216588,10.13.1,1318.0,,,,0
259,1991-01-01,"Alberta, place of residence",2016A000248,"Month of death, December",Percentage of deaths,Percentage,242,units,0,v21216589,10.13.2,9.1,,,,1
260,1991-01-01,"British Columbia, place of residence",2016A000259,"Total, month of death",Number of deaths,Number,223,units,0,v21216590,11.1.1,23977.0,,,,0
261,1991-01-01,"British Columbia, place of residence",2016A000259,"Total, month of death",Percentage of deaths,Percentage,242,units,0,v21216591,11.1.2,100.0,,,,1
262,1991-01-01,"British Columbia, place of residence",2016A000259,"Month of death, January",Number of deaths,Number,223,units,0,v21216592,11.2.1,2087.0,,,,0
263,1991-01-01,"British Columbia, place of residence",2016A000259,"Month of death, January",Percentage of deaths,Percentage,242,units,0,v21216593,11.2.2,8.7,,,,1
264,1991-01-01,"British Columbia, place of residence",2016A000259,"Month of death, February",Number of deaths,Number,223,units,0,v21216594,11.3.1,1811.0,,,,0
265,1991-01-01,"British Columbia, place of residence",2016A000259,"Month of death, February",Percentage of deaths,Percentage,242,units,0,v21216595,11.3.2,7.6,,,,1
266,1991-01-01,"British Columbia, place of residence",2016A000259,"Month of death, March",Number of deaths,Number,223,units,0,v21216596,11.4.1,2081.0,,,,0
267,1991-01-01,"British Columbia, place of residence",2016A000259,"Month of death, March",Percentage of deaths,Percentage,242,units,0,v21216597,11.4.2,8.7,,,,1
268,1991-01-01,"British Columbia, place of residence",2016A000259,"Month of death, April",Number of deaths,Number,223,units,0,v21216598,11.5.1,2105.0,,,,0
269,1991-01-01,"British Columbia, place of residence",2016A000259,"Month of death, April",Percentage of deaths,Percentage,242,units,0,v21216599,11.5.2,8.8,,,,1
270,1991-01-01,"British Columbia, place of residence",2016A000259,"Month of death, May",Number of deaths,Number,223,units,0,v21216600,11.6.1,2013.0,,,,0
271,1991-01-01,"British Columbia, place of residence",2016A000259,"Month of death, May",Percentage of deaths,Percentage,242,units,0,v21216601,11.6.2,8.4,,,,1
272,1991-01-01,"British Columbia, place of residence",2016A000259,"Month of death, June",Number of deaths,Number,223,units,0,v21216602,11.7.1,1916.0,,,,0
273,1991-01-01,"British Columbia, place of residence",2016A000259,"Month of death, June",Percentage of deaths,Percentage,242,units,0,v21216603,11.7.2,8.0,,,,1
274,1991-01-01,"British Columbia, place of residence",2016A000259,"Month of death, July",Number of deaths,Number,223,units,0,v21216604,11.8.1,1806.0,,,,0
275,1991-01-01,"British Columbia, place of residence",2016A000259,"Month of death, July",Percentage of deaths,Percentage,242,units,0,v21216605,11.8.2,7.5,,,,1
276,1991-01-01,"British Columbia, place of residence",2016A000259,"Month of death, August",Number of deaths,Number,223,units,0,v21216606,11.9.1,1991.0,,,,0
277,1991-01-01,"British Columbia, place of residence",2016A000259,"Month of death, August",Percentage of deaths,Percentage,242,units,0,v21216607,11.9.2,8.3,,,,1
278,1991-01-01,"British Columbia, place of residence",2016A000259,"Month of death, September",Number of deaths,Number,223,units,0,v21216608,11.10.1,1814.0,,,,0
279,1991-01-01,"British Columbia, place of residence",2016A000259,"Month of death, September",Percentage of deaths,Percentage,242,units,0,v21216609,11.10.2,7.6,,,,1
280,1991-01-01,"British Columbia, place of residence",2016A000259,"Month of death, October",Number of deaths,Number,223,units,0,v21216610,11.11.1,2147.0,,,,0
281,1991-01-01,"British Columbia, place of residence",2016A000259,"Month of death, October",Percentage of deaths,Percentage,242,units,0,v21216611,11.11.2,9.0,,,,1
282,1991-01-01,"British Columbia, place of residence",2016A000259,"Month of death, November",Number of deaths,Number,223,units,0,v21216612,11.12.1,2033.0,,,,0
283,1991-01-01,"British Columbia, place of residence",2016A000259,"Month of death, November",Percentage of deaths,Percentage,242,units,0,v21216613,11.12.2,8.5,,,,1
284,1991-01-01,"British Columbia, place of residence",2016A000259,"Month of death, December",Number of deaths,Number,223,units,0,v21216614,11.13.1,2173.0,,,,0
285,1991-01-01,"British Columbia, place of residence",2016A000259,"Month of death, December",Percentage of deaths,Percentage,242,units,0,v21216615,11.13.2,9.1,,,,1
286,1991-01-01,"Yukon, place of residence",2016A000260,"Total, month of death",Number of deaths,Number,223,units,0,v21216616,12.1.1,114.0,,,,0
287,1991-01-01,"Yukon, place of residence",2016A000260,"Total, month of death",Percentage of deaths,Percentage,242,units,0,v21216617,12.1.2,100.0,,,,1
288,1991-01-01,"Yukon, place of residence",2016A000260,"Month of death, January",Number of deaths,Number,223,units,0,v21216618,12.2.1,7.0,,,,0
289,1991-01-01,"Yukon, place of residence",2016A000260,"Month of death, January",Percentage of deaths,Percentage,242,units,0,v21216619,12.2.2,6.1,,,,1
290,1991-01-01,"Yukon, place of residence",2016A000260,"Month of death, February",Number of deaths,Number,223,units,0,v21216620,12.3.1,2.0,,,,0
291,1991-01-01,"Yukon, place of residence",2016A000260,"Month of death, February",Percentage of deaths,Percentage,242,units,0,v21216621,12.3.2,1.8,,,,1
292,1991-01-01,"Yukon, place of residence",2016A000260,"Month of death, March",Number of deaths,Number,223,units,0,v21216622,12.4.1,7.0,,,,0
